Row ID,Industry,Company,Name,Project Type,Project_Status,Technology,Key Tech,Key Values,Location,Region,Year,More
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Hardware Sensing,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Cloud Computing,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,IoT,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Platform,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,User Interface,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Automation,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,AI,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Data Visualisation,AI & Machine Learning,Decision Making,USA,North America,ongoing,
81.0,TECH,IBM,"Portland's Smart Cities Initiative, Oregon",PRODUCT,Completed,Simulation,Analytics & Visualization,Decision Making,USA,North America,2011,
81.0,TECH,IBM,"Portland's Smart Cities Initiative, Oregon",PRODUCT,Completed,AR,Analytics & Visualization,Decision Making,USA,North America,2011,
81.0,TECH,IBM,"Portland's Smart Cities Initiative, Oregon",PRODUCT,Completed,Digital Twin,Analytics & Visualization,Decision Making,USA,North America,2011,
81.0,TECH,IBM,"Portland's Smart Cities Initiative, Oregon",PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,USA,North America,2011,
81.0,TECH,IBM,"Portland's Smart Cities Initiative, Oregon",PRODUCT,Completed,Data Visualisation,Analytics & Visualization,Decision Making,USA,North America,2011,
82.0,TECH,IBM,Dublin's Smart Docklands,URBAN DESIGN,Completed,Hardware,Analytics & Visualization,Decision Making,Ireland,Other,2018,
82.0,TECH,IBM,Dublin's Smart Docklands,URBAN DESIGN,Completed,Edge Computing,Analytics & Visualization,Decision Making,Ireland,Other,2018,
82.0,TECH,IBM,Dublin's Smart Docklands,URBAN DESIGN,Completed,Server Host,Analytics & Visualization,Decision Making,Ireland,Other,2018,
82.0,TECH,IBM,Dublin's Smart Docklands,URBAN DESIGN,Completed,Data processing,Analytics & Visualization,Decision Making,Ireland,Other,2018,
82.0,TECH,IBM,Dublin's Smart Docklands,URBAN DESIGN,Completed,Open Dataset,Analytics & Visualization,Decision Making,Ireland,Other,2018,
84.0,TECH,IBM,IBM Utility Flexibility Platform,PRODUCT,Completed,Hardware sensing,Analytics & Visualization,Decision Making,Denmark,Other,2021,
84.0,TECH,IBM,IBM Utility Flexibility Platform,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,Denmark,Other,2021,
84.0,TECH,IBM,IBM Utility Flexibility Platform,PRODUCT,Completed,AI,Analytics & Visualization,Decision Making,Denmark,Other,2021,
84.0,TECH,IBM,IBM Utility Flexibility Platform,PRODUCT,Completed,Blockchain,Analytics & Visualization,Decision Making,Denmark,Other,2021,
84.0,TECH,IBM,IBM Utility Flexibility Platform,PRODUCT,Completed,cloud computing,Analytics & Visualization,Decision Making,Denmark,Other,2021,
85.0,TECH,IBM,Intelligent Operations Center,PRODUCT,Completed,Data Processing,Analytics & Visualization,Decision Making,USA,North America,2011,
85.0,TECH,IBM,Intelligent Operations Center,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,USA,North America,2011,
85.0,TECH,IBM,Intelligent Operations Center,PRODUCT,Completed,Deep Analytics,Analytics & Visualization,Decision Making,USA,North America,2011,
85.0,TECH,IBM,Intelligent Operations Center,PRODUCT,Completed,Data Visualisation,Analytics & Visualization,Decision Making,USA,North America,2011,
85.0,TECH,IBM,Intelligent Operations Center,PRODUCT,Completed,Dashboard,Analytics & Visualization,Decision Making,USA,North America,2011,
86.0,TECH,Microsoft,CityNext,PRODUCT,Completed,Web Platform,Analytics & Visualization,Flexibility,Global,Other,2013,
86.0,TECH,Microsoft,CityNext,PRODUCT,Completed,Cloud computing,Analytics & Visualization,Flexibility,Global,Other,2013,
86.0,TECH,Microsoft,CityNext,PRODUCT,Completed,User Interface,Analytics & Visualization,Flexibility,Global,Other,2013,
87.0,TECH,Microsoft,Azure IoT for Smart Cities,PRODUCT,Ongoing,IoT,Analytics & Visualization,Decision Making,Global,Other,ongoing,
87.0,TECH,Microsoft,Azure IoT for Smart Cities,PRODUCT,Ongoing,Real-time Analytics,Analytics & Visualization,Decision Making,Global,Other,ongoing,
87.0,TECH,Microsoft,Azure IoT for Smart Cities,PRODUCT,Ongoing,Cloud computing,Analytics & Visualization,Decision Making,Global,Other,ongoing,
87.0,TECH,Microsoft,Azure IoT for Smart Cities,PRODUCT,Ongoing,Hardware,Analytics & Visualization,Decision Making,Global,Other,ongoing,
87.0,TECH,Microsoft,Azure IoT for Smart Cities,PRODUCT,Ongoing,AI,Analytics & Visualization,Decision Making,Global,Other,ongoing,
88.0,TECH,Microsoft,Azure Digital Twins,PRODUCT,Ongoing,IoT,Analytics & Visualization,Decision Making,Global,Other,ongoing,
88.0,TECH,Microsoft,Azure Digital Twins,PRODUCT,Ongoing,AI,Analytics & Visualization,Decision Making,Global,Other,ongoing,
88.0,TECH,Microsoft,Azure Digital Twins,PRODUCT,Ongoing,Digital Twins,Analytics & Visualization,Decision Making,Global,Other,ongoing,
88.0,TECH,Microsoft,Azure Digital Twins,PRODUCT,Ongoing,Platofrm Tech,Analytics & Visualization,Decision Making,Global,Other,ongoing,
88.0,TECH,Microsoft,Azure Digital Twins,PRODUCT,Ongoing,API,Analytics & Visualization,Decision Making,Global,Other,ongoing,
89.0,TECH,Microsoft,ION Smart and Resilient Cities Accelerator,INITIATIVE,Ongoing,Hardware sensing,AI & Machine Learning,Decision Making,USA,North America,ongoing,
89.0,TECH,Microsoft,ION Smart and Resilient Cities Accelerator,INITIATIVE,Ongoing,Robotics,AI & Machine Learning,Decision Making,USA,North America,ongoing,
89.0,TECH,Microsoft,ION Smart and Resilient Cities Accelerator,INITIATIVE,Ongoing,IoT,AI & Machine Learning,Decision Making,USA,North America,ongoing,
89.0,TECH,Microsoft,ION Smart and Resilient Cities Accelerator,INITIATIVE,Ongoing,GIS,AI & Machine Learning,Decision Making,USA,North America,ongoing,
89.0,TECH,Microsoft,ION Smart and Resilient Cities Accelerator,INITIATIVE,Ongoing,AI,AI & Machine Learning,Decision Making,USA,North America,ongoing,
90.0,TECH,Microsoft,Swedish ClimateView,PRODUCT,Completed,Cloud Platform,AI & Machine Learning,Decision Making,Sweden,Other,2021,
90.0,TECH,Microsoft,Swedish ClimateView,PRODUCT,Completed,Software Tech,AI & Machine Learning,Decision Making,Sweden,Other,2021,
90.0,TECH,Microsoft,Swedish ClimateView,PRODUCT,Completed,Digital Twin,AI & Machine Learning,Decision Making,Sweden,Other,2021,
90.0,TECH,Microsoft,Swedish ClimateView,PRODUCT,Completed,User Platform,AI & Machine Learning,Decision Making,Sweden,Other,2021,
91.0,TECH,Microsoft,TASMU Platform,PRODUCT,Completed,IoT,User Interface/Platform,Decision Making,Qatar,Other,2021,
91.0,TECH,Microsoft,TASMU Platform,PRODUCT,Completed,Cloud Computing,User Interface/Platform,Decision Making,Qatar,Other,2021,
91.0,TECH,Microsoft,TASMU Platform,PRODUCT,Completed,Data Center,User Interface/Platform,Decision Making,Qatar,Other,2021,
91.0,TECH,Microsoft,TASMU Platform,PRODUCT,Completed,Platform Interface,User Interface/Platform,Decision Making,Qatar,Other,2021,
91.0,TECH,Microsoft,TASMU Platform,PRODUCT,Completed,User Interface,User Interface/Platform,Decision Making,Qatar,Other,2021,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,Generative AI,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,LLM,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,Real Time Data Analytics,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,Data Visualisation,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,Platform,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
92.0,TECH,ABB,Genix Copilot,PRODUCT,Unknown,Cloud,Analytics & Visualization,Decision Making,Switzerland,Other,upcoming,
93.0,TECH,ABB,Swansea Student Accomodation,INFRASTRUCTURE,Completed,Cloud based Monitoring,Analytics & Visualization,Decision Making,UK,Other,2021,
93.0,TECH,ABB,Swansea Student Accomodation,INFRASTRUCTURE,Completed,Sensing Hardware,Analytics & Visualization,Decision Making,UK,Other,2021,
93.0,TECH,ABB,Swansea Student Accomodation,INFRASTRUCTURE,Completed,Software Tech,Analytics & Visualization,Decision Making,UK,Other,2021,
94.0,TECH,ABB,ABB SWACO Water Sustainability,PRODUCT,Ongoing,Algorithm,Analytics & Visualization,Decision Making,Vietnam,Other,ongoing,
94.0,TECH,ABB,ABB SWACO Water Sustainability,PRODUCT,Ongoing,automation,Analytics & Visualization,Decision Making,Vietnam,Other,ongoing,
94.0,TECH,ABB,ABB SWACO Water Sustainability,PRODUCT,Ongoing,edge computing,Analytics & Visualization,Decision Making,Vietnam,Other,ongoing,
94.0,TECH,ABB,ABB SWACO Water Sustainability,PRODUCT,Ongoing,Sensing Hardware,Analytics & Visualization,Decision Making,Vietnam,Other,ongoing,
95.0,TECH,ABB,ABB Ebus Charging,INFRASTRUCTURE,Completed,IoT,Smart Devices & Wearables,Sustainability,Germany,Other,2017,
95.0,TECH,ABB,ABB Ebus Charging,INFRASTRUCTURE,Completed,Robotics,Smart Devices & Wearables,Sustainability,Germany,Other,2017,
95.0,TECH,ABB,ABB Ebus Charging,INFRASTRUCTURE,Completed,Cloud Management,Smart Devices & Wearables,Sustainability,Germany,Other,2017,
95.0,TECH,ABB,ABB Ebus Charging,INFRASTRUCTURE,Completed,Software,Smart Devices & Wearables,Sustainability,Germany,Other,2017,
96.0,TECH,ABB,ABB Ability Genix Industrial Analytics & AI Suite,PRODUCT,Completed,Industrial Analytics,Analytics & Visualization,Decision Making,USA,North America,2021,
96.0,TECH,ABB,ABB Ability Genix Industrial Analytics & AI Suite,PRODUCT,Completed,Artificial Intelligence,Analytics & Visualization,Decision Making,USA,North America,2021,
96.0,TECH,ABB,ABB Ability Genix Industrial Analytics & AI Suite,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2021,
96.0,TECH,ABB,ABB Ability Genix Industrial Analytics & AI Suite,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,USA,North America,2021,
97.0,TECH,Intel,MobileEye,PRODUCT,Completed,Visual capture and processing,AI & Machine Learning,Decision Making,Israel,Other,2017,
97.0,TECH,Intel,MobileEye,PRODUCT,Completed,cloud communication,AI & Machine Learning,Decision Making,Israel,Other,2017,
97.0,TECH,Intel,MobileEye,PRODUCT,Completed,GIS,AI & Machine Learning,Decision Making,Israel,Other,2017,
97.0,TECH,Intel,MobileEye,PRODUCT,Completed,Software Tech,AI & Machine Learning,Decision Making,Israel,Other,2017,
98.0,TECH,Intel,ION Smart and Resilient Cities Accelerator,INFRASTRUCTURE,Completed,Hardware sensing,AI & Machine Learning,Decision Making,USA,North America,2019,
98.0,TECH,Intel,ION Smart and Resilient Cities Accelerator,INFRASTRUCTURE,Completed,Robotics,AI & Machine Learning,Decision Making,USA,North America,2019,
98.0,TECH,Intel,ION Smart and Resilient Cities Accelerator,INFRASTRUCTURE,Completed,IoT,AI & Machine Learning,Decision Making,USA,North America,2019,
98.0,TECH,Intel,ION Smart and Resilient Cities Accelerator,INFRASTRUCTURE,Completed,GIS,AI & Machine Learning,Decision Making,USA,North America,2019,
98.0,TECH,Intel,ION Smart and Resilient Cities Accelerator,INFRASTRUCTURE,Completed,AI,AI & Machine Learning,Decision Making,USA,North America,2019,
99.0,TECH,Intel,Intel Pandemic Response Technology Initiative,INITIATIVE,Completed,AI,AI & Machine Learning,Decision Making,Global,Other,2020,
99.0,TECH,Intel,Intel Pandemic Response Technology Initiative,INITIATIVE,Completed,Robotics,AI & Machine Learning,Decision Making,Global,Other,2020,
99.0,TECH,Intel,Intel Pandemic Response Technology Initiative,INITIATIVE,Completed,Motion Sensor,AI & Machine Learning,Decision Making,Global,Other,2020,
100.0,TECH,Intel,EZCON Intelligent Building System,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,China,Asia,2023,
100.0,TECH,Intel,EZCON Intelligent Building System,PRODUCT,Completed,Cloud,Analytics & Visualization,Decision Making,China,Asia,2023,
100.0,TECH,Intel,EZCON Intelligent Building System,PRODUCT,Completed,Operational OS,Analytics & Visualization,Decision Making,China,Asia,2023,
100.0,TECH,Intel,EZCON Intelligent Building System,PRODUCT,Completed,Function Automation,Analytics & Visualization,Decision Making,China,Asia,2023,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,Data Storage,Smart Devices & Wearables,Flexibility,India,Other,2016,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,API,Smart Devices & Wearables,Flexibility,India,Other,2016,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,Platform,Smart Devices & Wearables,Flexibility,India,Other,2016,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,Software Tech,Smart Devices & Wearables,Flexibility,India,Other,2016,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,Wireless Network,Smart Devices & Wearables,Flexibility,India,Other,2016,
101.0,TECH,Intel,Mindteck Zigbee,PRODUCT,Completed,IoT,Smart Devices & Wearables,Flexibility,India,Other,2016,
,TECH,Cisco,Global IoR Center Barcelona,INSTITUTION,Completed,API,Analytics & Visualization,Decision Making,Spain,Other,2019,
,TECH,Cisco,Global IoR Center Barcelona,INSTITUTION,Completed,Cloud,Analytics & Visualization,Decision Making,Spain,Other,2019,
,TECH,Cisco,Global IoR Center Barcelona,INSTITUTION,Completed,Network Controllers,Analytics & Visualization,Decision Making,Spain,Other,2019,
,TECH,Cisco,Global IoR Center Barcelona,INSTITUTION,Completed,Operations Centre,Analytics & Visualization,Decision Making,Spain,Other,2019,
,TECH,Cisco,Global IoR Center Barcelona,INSTITUTION,Completed,Platform,Analytics & Visualization,Decision Making,Spain,Other,2019,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,AI,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,Urban Platform,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,Advanced Analytics,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,Operation Optimisation,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens MindSphere City Graph,PRODUCT,Completed,Digital Twins,Analytics & Visualization,Decision Making,Germany,Other,2020,
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,Digital Twin,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,IoT,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,Data Platform,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,Simulation,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,Advanced Analytics,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
,TECH,Siemens,Siemens Advanta,INITIATIVE,Ongoing,Software,Analytics & Visualization,Decision Making,Global,Other,ongoing,2016
